#     r         beta        Ep   
   3.90000     1.70000   107.55926
   4.00000     1.70000   107.47484
   4.10000     1.70000   107.81354
   4.20000     1.70000   107.76132
   4.30000     1.70000   107.63262
   4.40000     1.70000   107.88068
   4.50000     1.70000   107.29749
   4.60000     1.70000   108.03925
   4.70000     1.70000   107.66457
   4.80000     1.70000   107.72579
   4.90000     1.70000   107.44887
   5.00000     1.70000   107.74574
   0.10000     1.80000   107.09486
   0.20000     1.80000   106.75990
   0.30000     1.80000   106.18966
   0.40000     1.80000   105.11870
   0.50000     1.80000   103.68596
   0.60000     1.80000   102.67237
   0.70000     1.80000   101.87501
   0.80000     1.80000   100.16065
   0.90000     1.80000    98.45892
   1.00000     1.80000    97.02776
   1.10000     1.80000    96.07900
   1.20000     1.80000    94.40788
   1.30000     1.80000   107.56463
   1.40000     1.80000   107.76755
   1.50000     1.80000   107.90444
   1.60000     1.80000   107.49382
   1.70000     1.80000   108.06102
   1.80000     1.80000   107.83491
   1.90000     1.80000   107.81292
   2.00000     1.80000   107.88107
