#     r         beta        Ep   
   4.60000     1.60000   185.77052
   4.70000     1.60000   185.95961
   4.80000     1.60000   186.11198
   4.90000     1.60000   185.99969
   5.00000     1.60000   186.94957
   0.10000     1.70000   184.83458
   0.20000     1.70000   184.01341
   0.30000     1.70000   181.90464
   0.40000     1.70000   180.02779
   0.50000     1.70000   179.14307
   0.60000     1.70000   176.01248
   0.70000     1.70000   174.17409
   0.80000     1.70000   173.20504
   0.90000     1.70000   170.69803
   1.00000     1.70000   186.32860
   1.10000     1.70000   186.24286
   1.20000     1.70000   186.40761
   1.30000     1.70000   185.95331
   1.40000     1.70000   186.30983
   1.50000     1.70000   185.97164
   1.60000     1.70000   186.25462
   1.70000     1.70000   185.84238
   1.80000     1.70000   186.58493
   1.90000     1.70000   186.12851
   2.00000     1.70000   186.34434
   2.10000     1.70000   186.82549
   2.20000     1.70000   186.20371
   2.30000     1.70000   186.59763
   2.40000     1.70000   186.22209
   2.50000     1.70000   185.89900
   2.60000     1.70000   185.93039
   2.70000     1.70000   186.21311
   2.80000     1.70000   186.01111
   2.90000     1.70000   185.66987
   3.00000     1.70000   185.52495
   3.10000     1.70000   186.15444
   3.20000     1.70000   187.17800
   3.30000     1.70000   186.07569
   3.40000     1.70000   185.93494
   3.50000     1.70000   186.98762
   3.60000     1.70000   186.41856
   3.70000     1.70000   186.06731
   3.80000     1.70000   186.59679
   3.90000     1.70000   186.45706
   4.00000     1.70000   186.29676
   4.10000     1.70000   186.20299
   4.20000     1.70000   186.59399
   4.30000     1.70000   185.97420
   4.40000     1.70000   186.52507
   4.50000     1.70000   186.59835
   4.60000     1.70000   186.20600
   4.70000     1.70000   186.03590
   4.80000     1.70000   186.54246
   4.90000     1.70000   186.27769
   5.00000     1.70000   186.46701
   0.10000     1.80000   185.13633
   0.20000     1.80000   183.92785
   0.30000     1.80000   181.55407
   0.40000     1.80000   179.85495
   0.50000     1.80000   178.47207
   0.60000     1.80000   175.67025
   0.70000     1.80000   172.97533
   0.80000     1.80000   170.93660
   0.90000     1.80000   169.69716
   1.00000     1.80000   168.05384
   1.10000     1.80000   186.37004
   1.20000     1.80000   185.99516
   1.30000     1.80000   186.94099
   1.40000     1.80000   186.33868
   1.50000     1.80000   186.15917
   1.60000     1.80000   185.62679
   1.70000     1.80000   186.12830
   1.80000     1.80000   186.35025
   1.90000     1.80000   185.94796
